AÑO,TOTAL MATRÍCULA,TOTAL MATRÍCULA MUJERES,TOTAL MATRÍCULA HOMBRES,TOTAL MATRÍCULA PRIMER AÑO,CLASIFICACIÓN INSTITUCIÓN NIVEL 1,CLASIFICACIÓN INSTITUCIÓN NIVEL 2,CÓDIGO DE INSTITUCIÓN,NOMBRE INSTITUCIÓN,REGIÓN,NOMBRE SEDE,NOMBRE CARRERA,CÓDIGO CARRERA,NIVEL GLOBAL,MODALIDAD,JORNADA
2019,75,4,71,66,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE PEREZ ROSALES,TECNOLOGIA EN SONIDO,,,,
2019,26,1,25,7,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE RENCA,TELECOMUNICACIONES,,,,
2019,43,4,39,14,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE RENCA,TELECOMUNICACIONES,,,,
2019,91,6,85,42,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE SANTIAGO CENTRO,TELECOMUNICACIONES,,,,
2019,81,9,72,34,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE SANTIAGO CENTRO,TELECOMUNICACIONES,,,,
2019,36,1,35,12,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Los Ríos,SEDE VALDIVIA,TELECOMUNICACIONES,,,,
2019,22,0,22,12,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Magallanes,SEDE PUNTA ARENAS,TELECOMUNICACIONES,,,,
2019,55,6,49,24,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Ñuble,SEDE CHILLAN,TELECOMUNICACIONES,,,,
2019,19,2,17,9,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Ñuble,SEDE CHILLAN,TELECOMUNICACIONES,,,,
2019,32,6,26,20,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Aysén,SEDE COYHAIQUE,TELECOMUNICACIONES,,,,
2019,48,3,45,27,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Los Lagos,SEDE OSORNO,TELECOMUNICACIONES,,,,
2019,39,5,34,28,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Los Lagos,SEDE OSORNO,TELECOMUNICACIONES,,,,
2019,56,6,50,25,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Maule,SEDE TALCA,TELECOMUNICACIONES,,,,
2019,41,4,37,19,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Maule,SEDE TALCA,TELECOMUNICACIONES,,,,
2019,36,7,29,20,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Coquimbo,SEDE LA SERENA,TELECOMUNICACIONES,,,,
2019,60,4,56,32,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,La Araucanía,SEDE TEMUCO,TELECOMUNICACIONES,,,,
2019,15,1,14,13,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,La Araucanía,SEDE TEMUCO,TELECOMUNICACIONES,,,,
2019,26,0,26,0,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Biobío,SEDE LOS ANGELES,TELECOMUNICACIONES,,,,
2019,52,4,48,31,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Biobío,SEDE CONCEPCION - TALCAHUANO,TELECOMUNICACIONES,,,,
2019,26,2,24,16,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Biobío,SEDE CONCEPCION - TALCAHUANO,TELECOMUNICACIONES,,,,
2019,82,7,75,39,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE SANTIAGO SUR (MACUL),TELECOMUNICACIONES,,,,
2019,91,10,81,38,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE SANTIAGO SUR (MACUL),TELECOMUNICACIONES,,,,
2019,50,4,46,27,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE PUENTE ALTO,TELECOMUNICACIONES,,,,
2019,51,4,47,28,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE PUENTE ALTO,TELECOMUNICACIONES,,,,
2019,3,0,3,0,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Tarapacá,SEDE IQUIQUE,TELECOMUNICACIONES,,,,
2019,59,5,54,23,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Valparaíso,SEDE VALPARAISO,TELECOMUNICACIONES,,,,
2019,27,2,25,9,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Valparaíso,SEDE VALPARAISO,TELECOMUNICACIONES,,,,
2019,54,12,42,26,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE MAIPU,TOPOGRAFIA,,,,
2019,5,2,3,0,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE MAIPU,TOPOGRAFIA,,,,
2019,87,21,66,42,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Los Ríos,SEDE VALDIVIA,TOPOGRAFIA,,,,
2019,41,14,27,13,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Ñuble,SEDE CHILLAN,TOPOGRAFIA,,,,
2019,46,14,32,16,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Aysén,SEDE COYHAIQUE,TOPOGRAFIA,,,,
2019,65,19,46,27,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Maule,SEDE TALCA,TOPOGRAFIA,,,,
2019,23,6,17,5,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Maule,SEDE TALCA,TOPOGRAFIA,,,,
2019,116,29,87,43,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Coquimbo,SEDE LA SERENA,TOPOGRAFIA,,,,
2019,77,14,63,42,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,La Araucanía,SEDE TEMUCO,TOPOGRAFIA,,,,
2019,19,2,17,0,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Biobío,SEDE LOS ANGELES,TOPOGRAFIA,,,,
2019,51,16,35,27,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Arica y Parinacota,SEDE ARICA,TOPOGRAFIA,,,,
2019,56,10,46,21,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Arica y Parinacota,SEDE ARICA,TOPOGRAFIA,,,,
2019,52,14,38,26,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Biobío,SEDE CONCEPCION - TALCAHUANO,TOPOGRAFIA,,,,
2019,55,8,47,17,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Maule,SEDE CURICO,TOPOGRAFIA,,,,
2019,60,17,43,27,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE PUENTE ALTO,TOPOGRAFIA,,,,
2019,51,13,38,18,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Tarapacá,SEDE IQUIQUE,TOPOGRAFIA,,,,
2019,153,89,64,79,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE APOQUINDO,TURISMO,I430S14C280J1V1,Pregrado,Presencial,Diurna
2019,89,40,49,42,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Magallanes,SEDE PUNTA ARENAS,TURISMO,I430S21C280J1V1,Pregrado,Presencial,Diurna
2019,122,62,60,58,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Ñuble,SEDE CHILLAN,TURISMO,I430S22C280J1V1,Pregrado,Presencial,Diurna
2019,57,36,21,29,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Los Lagos,SEDE PUERTO MONTT,TURISMO,I430S23C280J1V1,Pregrado,Presencial,Diurna
2019,47,25,22,24,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Aysén,SEDE COYHAIQUE,TURISMO,I430S24C280J1V1,Pregrado,Presencial,Diurna
2019,67,35,32,35,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Los Lagos,SEDE OSORNO,TURISMO,I430S25C280J1V1,Pregrado,Presencial,Diurna
2019,104,56,48,47,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Coquimbo,SEDE LA SERENA,TURISMO,I430S27C280J1V1,Pregrado,Presencial,Diurna
2019,93,53,40,52,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,La Araucanía,SEDE TEMUCO,TURISMO,I430S28C280J1V1,Pregrado,Presencial,Diurna
2019,78,55,23,37,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Arica y Parinacota,SEDE ARICA,TURISMO,I430S2C280J1V1,Pregrado,Presencial,Diurna
2019,195,108,87,88,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Biobío,SEDE CONCEPCION - TALCAHUANO,TURISMO,I430S30C280J1V1,Pregrado,Presencial,Diurna
2019,115,60,55,35,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Metropolitana,SEDE PUENTE ALTO,TURISMO,I430S37C280J1V1,Pregrado,Presencial,Diurna
2019,116,55,61,57,Centros de Formación Técnica,Centros de Formación Técnica,430,CFT INACAP,Valparaíso,SEDE VALPARAISO,TURISMO,I430S9C280J1V1,Pregrado,Presencial,Diurna
2019,1,1,0,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION BANCARIA,,,,
2019,11,8,3,1,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION DE EMPRESAS,,,,
2019,17,9,8,10,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION DE EMPRESAS,,,,
2019,37,17,20,10,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION DE EMPRESAS,,,,
2019,1,1,0,1,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION DE SALUD,,,,
2019,29,2,27,14,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION DE SEGURIDAD,I214S1C330J4V2,Pregrado,No Presencial,A Distancia
2019,23,14,9,9,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION PUBLICA,,,,
2019,6,5,1,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),COMERCIO INTERNACIONAL,,,,
2019,6,4,2,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),CONTABILIDAD GENERAL,,,,
2019,5,3,2,2,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),CONTABILIDAD GENERAL,,,,
2019,13,4,9,7,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),CONTABILIDAD GENERAL,,,,
2019,5,5,0,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),PODOLOGIA CLINICA,I214S1C304J1V1,Pregrado,Presencial,Diurna
2019,112,108,4,68,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),PODOLOGIA CLINICA,I214S1C304J1V2,Pregrado,Presencial,Diurna
2019,27,21,6,27,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),PODOLOGIA CLINICA,I214S1C304J2V1,Pregrado,Presencial,Vespertina
2019,59,54,5,40,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),PODOLOGIA CLINICA,I214S1C304J2V2,Pregrado,Presencial,Vespertina
2019,13,10,3,13,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Valparaíso,SEDE QUILPUE,PODOLOGIA CLINICA,I214S20C106J1V2,Pregrado,Presencial,Diurna
2019,29,3,26,12,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),PREVENCION DE RIESGOS,I214S1C102J4V2,Pregrado,No Presencial,A Distancia
2019,1,0,1,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN CONSTRUCCION,,,,
2019,156,11,145,72,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN CONSTRUCCION,,,,
2019,53,53,0,23,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN EDUCACION DE PARVULOS,I214S1C19J1V1,Pregrado,Presencial,Diurna
2019,150,150,0,31,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN EDUCACION DE PARVULOS,I214S1C19J1V2,Pregrado,Presencial,Diurna
2019,41,41,0,27,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN EDUCACION DE PARVULOS,I214S1C19J4V2,Pregrado,No Presencial,A Distancia
2019,58,58,0,24,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Valparaíso,SEDE QUILPUE,TECNICO EN EDUCACION DE PARVULOS,I214S20C19J1V2,Pregrado,Presencial,Diurna
2019,42,41,1,18,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN EDUCACION DIFERENCIAL,I214S1C315J1V2,Pregrado,Presencial,Diurna
2019,1,1,0,1,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN EDUCACION DIFERENCIAL,I214S1C315J2V2,Pregrado,Presencial,Vespertina
2019,12,10,2,5,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN EDUCACION DIFERENCIAL,I214S1C315J4V2,Pregrado,No Presencial,A Distancia
2019,141,2,139,66,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN ELECTRICIDAD,,,,
2019,13,0,13,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN ELECTROMECANICA,,,,
2019,15,15,0,1,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN ENFERMERIA,I214S1C33J1V1,Pregrado,Presencial,Diurna
2019,176,120,56,80,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN ENFERMERIA,I214S1C33J1V2,Pregrado,Presencial,Diurna
2019,16,9,7,16,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN ENFERMERIA,I214S1C33J2V1,Pregrado,Presencial,Vespertina
2019,68,55,13,32,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN ENFERMERIA,I214S1C33J2V2,Pregrado,Presencial,Vespertina
2019,6,6,0,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Valparaíso,SEDE QUILPUE,TECNICO EN ENFERMERIA,I214S20C33J1V1,Pregrado,Presencial,Diurna
2019,39,22,17,18,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Valparaíso,SEDE QUILPUE,TECNICO EN ENFERMERIA,I214S20C33J1V2,Pregrado,Presencial,Diurna
2019,37,27,10,29,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Valparaíso,SEDE QUILPUE,TECNICO EN ENFERMERIA,I214S20C33J2V1,Pregrado,Presencial,Vespertina
2019,1,1,0,1,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN FARMACIA ASISTENCIAL,I214S1C320J2V2,Pregrado,Presencial,Vespertina
2019,70,50,20,35,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN FARMACIA ASISTENCIAL,I214S1C320J4V2,Pregrado,No Presencial,A Distancia
2019,9,1,8,4,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN LOGISTICA,,,,
2019,3,0,3,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN MINERIA,,,,
2019,45,3,42,12,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN MINERIA,,,,
2019,2,1,1,0,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO FINANCIERO,,,,
2019,2,1,1,1,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO FINANCIERO,,,,
2019,1,1,0,1,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO JURIDICO,,,,
2019,17,8,9,4,Centros de Formación Técnica,Centros de Formación Técnica,214,CFT INSTITUTO CENTRAL DE CAPACITACION EDUCACIONAL ICCE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO JURIDICO,,,,
2019,12,7,5,7,Centros de Formación Técnica,Centros de Formación Técnica,241,CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO,Metropolitana,CASA CENTRAL (SANTIAGO),COMERCIO MAYORISTA Y EXTERIOR BILINGÜE,,,,
2019,14,7,7,7,Centros de Formación Técnica,Centros de Formación Técnica,241,CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO,Metropolitana,CASA CENTRAL (SANTIAGO),COMERCIO NAVIERO BILINGÜE,,,,
2019,17,5,12,11,Centros de Formación Técnica,Centros de Formación Técnica,241,CFT INSTITUTO SUPERIOR ALEMAN DE COMERCIO INSALCO,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO BILINGÜE EN COMERCIO Y TRANSPORTE INTERNACIONAL,,,,
2019,6,6,0,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE PUERTO SAAVEDRA,TECNICO EN ADMINISTRACION,,,,
2019,3,2,1,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,Los Ríos,SEDE LANCO,TECNICO EN ADMINISTRACION,,,,
2019,9,4,5,9,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE PUCON,TECNICO EN ADMINISTRACION,,,,
2019,13,12,1,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE VILLARRICA,TECNICO EN ADMINISTRACION,,,,
2019,2,2,0,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE PUERTO SAAVEDRA,TECNICO EN EDUCACION BASICA,I328S12C68J1V1,Pregrado,Presencial,Diurna
2019,29,25,4,14,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,Los Ríos,SEDE FUTRONO,TECNICO EN EDUCACION BASICA,I328S14C68J1V1,Pregrado,Presencial,Diurna
2019,15,15,0,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE VILCUN,TECNICO EN EDUCACION BASICA,I328S5C68J2V1,Pregrado,Presencial,Vespertina
2019,9,9,0,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE PUERTO SAAVEDRA,TECNICO EN EDUCACION DE PARVULOS,I328S12C7J1V1,Pregrado,Presencial,Diurna
2019,45,45,0,7,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,Los Ríos,SEDE FUTRONO,TECNICO EN EDUCACION DE PARVULOS,I328S14C7J1V1,Pregrado,Presencial,Diurna
2019,21,20,1,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,Los Ríos,SEDE LANCO,TECNICO EN EDUCACION DE PARVULOS,I328S21C7J2V1,Pregrado,Presencial,Vespertina
2019,35,35,0,11,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE LONCOCHE,TECNICO EN EDUCACION DE PARVULOS,I328S23C7J2V1,Pregrado,Presencial,Vespertina
2019,115,114,1,38,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE PUCON,TECNICO EN EDUCACION DE PARVULOS,I328S27C7J1V1,Pregrado,Presencial,Diurna
2019,27,27,0,23,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE VILCUN,TECNICO EN EDUCACION DE PARVULOS,I328S5C7J2V1,Pregrado,Presencial,Vespertina
2019,55,55,0,21,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE VILLARRICA,TECNICO EN EDUCACION DE PARVULOS,I328S8C7J2V1,Pregrado,Presencial,Vespertina
2019,24,14,10,9,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,Los Ríos,SEDE FUTRONO,TECNICO EN ENFERMERIA,I328S14C23J2V1,Pregrado,Presencial,Vespertina
2019,8,8,0,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE LONCOCHE,TECNICO EN ENFERMERIA,I328S23C23J2V1,Pregrado,Presencial,Vespertina
2019,34,30,4,23,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE VILLARRICA,TECNICO EN ENFERMERIA,I328S8C23J2V1,Pregrado,Presencial,Vespertina
2019,2,1,1,0,Centros de Formación Técnica,Centros de Formación Técnica,328,CFT INSTITUTO SUPERIOR DE ESTUDIOS JURIDICOS CANON,La Araucanía,SEDE VILLARRICA,TECNICO EN PREVENCION DE RIESGOS,I328S8C19J2V1,Pregrado,Presencial,Vespertina
2019,8,8,0,0,Centros de Formación Técnica,Centros de Formación Técnica,390,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Metropolitana,CASA CENTRAL (SANTIAGO),ADMINISTRACION DE RECURSOS HUMANOS,,,,
2019,5,1,4,0,Centros de Formación Técnica,Centros de Formación Técnica,390,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Metropolitana,CASA CENTRAL (SANTIAGO),ANALISIS DE SISTEMAS,I390S1C1J2V1,Pregrado,Presencial,Vespertina
2019,1,0,1,0,Centros de Formación Técnica,Centros de Formación Técnica,390,CFT INSTITUTO TECNOLOGICO DE CHILE - I.T.C.,Metropolitana,CASA CENTRAL (SANTIAGO),GESTION Y SOPORTE DE REDES,I390S1C3J1V1,Pregrado,Presencial,Diurna
