AÑO,TOTAL MATRÍCULA,TOTAL MATRÍCULA MUJERES,TOTAL MATRÍCULA HOMBRES,TOTAL MATRÍCULA PRIMER AÑO,CLASIFICACIÓN INSTITUCIÓN NIVEL 1,CLASIFICACIÓN INSTITUCIÓN NIVEL 2,CÓDIGO DE INSTITUCIÓN,NOMBRE INSTITUCIÓN,REGIÓN,NOMBRE SEDE,NOMBRE CARRERA,CÓDIGO CARRERA,NIVEL GLOBAL,MODALIDAD,JORNADA
2018,52,40,12,15,Centros de Formación Técnica,Centros de Formación Técnica,315,CFT ALFA,Maule,CASA CENTRAL (CONSTITUCION),ADMINISTRACION DE EMPRESAS,,,,
2018,42,34,8,21,Centros de Formación Técnica,Centros de Formación Técnica,315,CFT ALFA,Maule,CASA CENTRAL (CONSTITUCION),CONTABILIDAD,,,,
2018,29,11,18,23,Centros de Formación Técnica,Centros de Formación Técnica,382,CFT ALPES,Metropolitana,CASA CENTRAL (SANTIAGO),FOTOGRAFIA,I382S1C17J1V1,Pregrado,Presencial,Diurna
2018,3,1,2,0,Centros de Formación Técnica,Centros de Formación Técnica,382,CFT ALPES,Metropolitana,CASA CENTRAL (SANTIAGO),FOTOGRAFIA,I382S1C17J2V1,Pregrado,Presencial,Vespertina
2018,34,12,22,16,Centros de Formación Técnica,Centros de Formación Técnica,382,CFT ALPES,Metropolitana,CASA CENTRAL (SANTIAGO),FOTOGRAFIA ESPECIALIDADES FOTOGRAFIA PUBLICITARIA Y FOTOGRAFIA PERIODISTICA,I382S1C13J1V1,Pregrado,Presencial,Diurna
2018,73,24,49,29,Centros de Formación Técnica,Centros de Formación Técnica,382,CFT ALPES,Metropolitana,CASA CENTRAL (SANTIAGO),ILUSTRACION ARTISTICA,I382S1C7J1V1,Pregrado,Presencial,Diurna
2018,18,12,6,12,Centros de Formación Técnica,Centros de Formación Técnica,382,CFT ALPES,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO DE NIVEL SUPERIOR EN FOTOGRAFIA,I382S1C17J2V2,Pregrado,Presencial,Vespertina
2018,15,11,4,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),ADMINISTRACION DE EMPRESAS,,,,
2018,19,12,7,1,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),ADMINISTRACION DE EMPRESAS,,,,
2018,2,2,0,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,ADMINISTRACION DE EMPRESAS,,,,
2018,28,22,6,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,ADMINISTRACION DE EMPRESAS,,,,
2018,6,4,2,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),ASISTENTE JURIDICO,,,,
2018,6,4,2,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),CONTABILIDAD GENERAL,,,,
2018,4,2,2,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),CONTABILIDAD GENERAL,,,,
2018,9,0,9,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),ELECTRONICA INDUSTRIAL,,,,
2018,29,0,29,6,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),ELECTRONICA INDUSTRIAL,,,,
2018,10,3,7,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),PREVENCION DE RIESGOS,I261S1C21J1V1,Pregrado,Presencial,Diurna
2018,3,2,1,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),PREVENCION DE RIESGOS,I261S1C21J2V1,Pregrado,Presencial,Vespertina
2018,9,7,2,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,PREVENCION DE RIESGOS,I261S2C21J1V1,Pregrado,Presencial,Diurna
2018,16,10,6,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,PREVENCION DE RIESGOS,I261S2C21J2V1,Pregrado,Presencial,Vespertina
2018,71,70,1,10,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER CICLO BASICO,I261S1C30J1V1,Pregrado,Presencial,Diurna
2018,27,27,0,4,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER CICLO BASICO,I261S1C30J2V1,Pregrado,Presencial,Vespertina
2018,14,14,0,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER CICLO BASICO,I261S2C30J1V1,Pregrado,Presencial,Diurna
2018,44,44,0,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO DE NIVEL SUPERIOR EN EDUCACION PARVULARIA Y PRIMER CICLO BASICO,I261S2C30J2V1,Pregrado,Presencial,Vespertina
2018,8,8,0,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO DE NIVEL SUPERIOR EN PODOLOGIA,I261S2C38J2V1,Pregrado,Presencial,Vespertina
2018,3,1,2,3,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN ARQUITECTURA Y DISEÑO,,,,
2018,8,1,7,1,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN ARQUITECTURA Y DISEÑO,,,,
2018,8,1,7,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN CONSTRUCCION CIVIL,,,,
2018,33,3,30,7,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN CONSTRUCCION CIVIL,,,,
2018,23,5,18,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO EN CONSTRUCCION CIVIL,,,,
2018,3,0,3,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN INFORMATICA Y CONECTIVIDAD EN REDES,I261S1C23J1V1,Pregrado,Presencial,Diurna
2018,1,0,1,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN INFORMATICA Y CONECTIVIDAD EN REDES,I261S1C23J2V1,Pregrado,Presencial,Vespertina
2018,5,2,3,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO EN INFORMATICA Y CONECTIVIDAD EN REDES,I261S2C23J2V1,Pregrado,Presencial,Vespertina
2018,15,12,3,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN TRABAJO SOCIAL,I261S1C26J1V1,Pregrado,Presencial,Diurna
2018,30,26,4,4,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,CASA CENTRAL (TEMUCO),TECNICO EN TRABAJO SOCIAL,I261S1C26J2V1,Pregrado,Presencial,Vespertina
2018,15,15,0,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO EN TRABAJO SOCIAL,I261S2C26J1V1,Pregrado,Presencial,Diurna
2018,12,9,3,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO EN TRABAJO SOCIAL,I261S2C26J2V1,Pregrado,Presencial,Vespertina
2018,3,3,0,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO SUPERIOR EN ENFERMERIA,I261S2C9J1V1,Pregrado,Presencial,Diurna
2018,54,45,9,0,Centros de Formación Técnica,Centros de Formación Técnica,261,CFT ANDRES BELLO,La Araucanía,SEDE ANGOL,TECNICO SUPERIOR EN ENFERMERIA,I261S2C9J2V1,Pregrado,Presencial,Vespertina
2018,12,9,3,9,Centros de Formación Técnica,Centros de Formación Técnica,534,CFT ASISTE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO ARTIFICE EN ORFEBRERIA Y JOYERIA,I534S1C13J1V1,Pregrado,Presencial,Diurna
2018,4,4,0,4,Centros de Formación Técnica,Centros de Formación Técnica,534,CFT ASISTE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO ARTIFICE EN ORFEBRERIA Y JOYERIA,I534S1C13J2V1,Pregrado,Presencial,Vespertina
2018,18,13,5,7,Centros de Formación Técnica,Centros de Formación Técnica,534,CFT ASISTE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN CONSERVACION Y RESTAURACION,I534S1C1J1V1,Pregrado,Presencial,Diurna
2018,4,2,2,0,Centros de Formación Técnica,Centros de Formación Técnica,534,CFT ASISTE,Metropolitana,CASA CENTRAL (SANTIAGO),TECNICO EN CONSERVACION Y RESTAURACION,I534S1C1J2V1,Pregrado,Presencial,Vespertina
2018,12,1,11,3,Centros de Formación Técnica,Centros de Formación Técnica,258,CFT BARROS ARANA,Biobío,CASA CENTRAL (CONCEPCION),TECNICO DE NIVEL SUPERIOR EN CONSTRUCCION,,,,
2018,1,0,1,0,Centros de Formación Técnica,Centros de Formación Técnica,258,CFT BARROS ARANA,Biobío,CASA CENTRAL (CONCEPCION),TECNICO DE NIVEL SUPERIOR EN GESTION Y CONTROL DE CALIDAD,,,,
2018,2,0,2,0,Centros de Formación Técnica,Centros de Formación Técnica,258,CFT BARROS ARANA,Biobío,CASA CENTRAL (CONCEPCION),TECNICO DE NIVEL SUPERIOR EN MINAS,,,,
2018,6,2,4,0,Centros de Formación Técnica,Centros de Formación Técnica,258,CFT BARROS ARANA,Biobío,CASA CENTRAL (CONCEPCION),TECNICO DE NIVEL SUPERIOR EN PREVENCION DE RIESGOS,,,,
2018,60,44,16,32,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ADMINISTRACION BILINGÜE,,,,
2018,40,29,11,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ADMINISTRACION BILINGÜE,,,,
2018,96,71,25,48,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,ADMINISTRACION BILINGÜE,,,,
2018,72,51,21,33,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,ADMINISTRACION BILINGÜE,,,,
2018,40,34,6,22,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,ADMINISTRACION BILINGÜE,,,,
2018,82,63,19,27,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,ADMINISTRACION DE EMPRESAS,,,,
2018,19,15,4,19,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,ADMINISTRACION DE EMPRESAS,,,,
2018,91,61,30,39,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,ADMINISTRACION DE EMPRESAS,,,,
2018,56,9,47,36,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),COMPUTACION E INFORMATICA,I456S1C47J1V1,Pregrado,Presencial,Diurna
2018,28,3,25,27,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,COMPUTACION E INFORMATICA,I456S2C47J1V1,Pregrado,Presencial,Diurna
2018,70,18,52,34,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),CONSTRUCCION,,,,
2018,54,8,46,20,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,CONSTRUCCION,,,,
2018,98,97,1,42,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),EDUCACION DE PARVULOS,I456S1C49J1V1,Pregrado,Presencial,Diurna
2018,88,88,0,41,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),EDUCACION DE PARVULOS,I456S1C49J2V1,Pregrado,Presencial,Vespertina
2018,47,47,0,26,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,EDUCACION DE PARVULOS,I456S2C49J2V1,Pregrado,Presencial,Vespertina
2018,114,114,0,42,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,EDUCACION DE PARVULOS,I456S3C49J1V1,Pregrado,Presencial,Diurna
2018,34,34,0,33,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,EDUCACION DE PARVULOS,I456S3C49J2V1,Pregrado,Presencial,Vespertina
2018,77,77,0,42,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,EDUCACION DE PARVULOS,I456S4C49J1V1,Pregrado,Presencial,Diurna
2018,69,69,0,41,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,EDUCACION DE PARVULOS,I456S4C49J2V1,Pregrado,Presencial,Vespertina
2018,28,28,0,28,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,EDUCACION DE PARVULOS,I456S5C49J1V1,Pregrado,Presencial,Diurna
2018,28,28,0,28,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,EDUCACION DE PARVULOS,I456S5C49J2V1,Pregrado,Presencial,Vespertina
2018,27,21,6,1,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,EDUCACION GENERAL,I456S3C61J2V1,Pregrado,Presencial,Vespertina
2018,85,77,8,33,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,EDUCACION GENERAL,I456S4C61J2V1,Pregrado,Presencial,Vespertina
2018,26,1,25,26,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ELECTRICIDAD Y EFICIENCIA ENERGETICA,,,,
2018,24,2,22,24,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ELECTRICIDAD Y EFICIENCIA ENERGETICA,,,,
2018,55,4,51,19,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,ELECTRICIDAD Y EFICIENCIA ENERGETICA,,,,
2018,79,11,68,44,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,ELECTRICIDAD Y EFICIENCIA ENERGETICA,,,,
2018,26,1,25,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,ELECTRICIDAD Y EFICIENCIA ENERGETICA,,,,
2018,26,3,23,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,ELECTRICIDAD Y EFICIENCIA ENERGETICA,,,,
2018,106,3,103,42,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,,,,
2018,101,6,95,45,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,,,,
2018,19,3,16,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,,,,
2018,70,5,65,42,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,ELECTRICIDAD Y ELECTRONICA INDUSTRIAL,,,,
2018,59,3,56,39,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ELECTROMECANICA,,,,
2018,62,2,60,34,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ELECTROMECANICA,,,,
2018,46,4,42,29,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,ELECTROMECANICA,,,,
2018,21,1,20,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,ELECTROMECANICA,,,,
2018,124,106,18,42,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),ENFERMERIA Y TELEMEDICINA,I456S1C13J1V1,Pregrado,Presencial,Diurna
2018,113,95,18,40,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,ENFERMERIA Y TELEMEDICINA,I456S3C13J1V1,Pregrado,Presencial,Diurna
2018,28,28,0,27,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,ENFERMERIA Y TELEMEDICINA,I456S5C13J1V1,Pregrado,Presencial,Diurna
2018,106,38,68,43,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),GEOMINERIA,,,,
2018,69,33,36,39,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,GEOMINERIA,,,,
2018,41,4,37,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),INSTRUMENTACION Y CONTROL INDUSTRIAL,,,,
2018,35,2,33,15,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),INSTRUMENTACION Y CONTROL INDUSTRIAL,,,,
2018,18,0,18,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,INSTRUMENTACION Y CONTROL INDUSTRIAL,,,,
2018,50,3,47,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,INSTRUMENTACION Y CONTROL INDUSTRIAL,,,,
2018,113,0,113,45,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,INSTRUMENTACION Y CONTROL INDUSTRIAL,,,,
2018,36,30,6,35,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S1C56J1V1,Pregrado,Presencial,Diurna
2018,29,25,4,29,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S1C56J2V1,Pregrado,Presencial,Vespertina
2018,1,1,0,1,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S2C56J1V1,Pregrado,Presencial,Diurna
2018,26,23,3,24,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S2C56J2V1,Pregrado,Presencial,Vespertina
2018,41,34,7,41,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S3C56J1V1,Pregrado,Presencial,Diurna
2018,30,21,9,30,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S3C56J2V1,Pregrado,Presencial,Vespertina
2018,25,18,7,24,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S4C56J1V1,Pregrado,Presencial,Diurna
2018,36,24,12,36,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,INTERVENCION Y REHABILITACION PSICOSOCIAL,I456S4C56J2V1,Pregrado,Presencial,Vespertina
2018,224,27,197,84,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),MAQUINARIA PESADA,,,,
2018,63,8,55,41,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),MAQUINARIA PESADA,,,,
2018,102,14,88,42,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,MAQUINARIA PESADA,,,,
2018,53,14,39,28,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,MAQUINARIA PESADA,,,,
2018,81,3,78,31,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,MAQUINARIA PESADA,,,,
2018,33,4,29,33,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,MAQUINARIA PESADA,,,,
2018,28,10,18,27,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,MAQUINARIA PESADA,,,,
2018,126,4,122,44,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),MECANICA DE EQUIPO PESADO,,,,
2018,85,0,85,44,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),MECANICA DE EQUIPO PESADO,,,,
2018,40,4,36,26,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,MECANICA DE EQUIPO PESADO,,,,
2018,78,3,75,36,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,MECANICA DE EQUIPO PESADO,,,,
2018,82,2,80,35,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,MECANICA DE EQUIPO PESADO,,,,
2018,26,0,26,26,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,MECANICA DE EQUIPO PESADO,,,,
2018,25,2,23,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,MECANICA DE EQUIPO PESADO,,,,
2018,73,21,52,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),OPERACION DE PLANTAS MINERAS,,,,
2018,26,4,22,25,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),OPERACION DE PLANTAS MINERAS,,,,
2018,12,7,5,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,OPERACION DE PLANTAS MINERAS,,,,
2018,37,16,21,23,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,OPERACION DE PLANTAS MINERAS,,,,
2018,28,21,7,28,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,OPERACION DE PLANTAS MINERAS,,,,
2018,28,12,16,27,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,SEDE CHOAPA,OPERACION DE PLANTAS MINERAS,,,,
2018,1,1,0,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),PREVENCION DE RIESGOS,I456S1C4J1V1,Pregrado,Presencial,Diurna
2018,7,1,6,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Coquimbo,CASA CENTRAL (COQUIMBO),PREVENCION DE RIESGOS,I456S1C4J2V1,Pregrado,Presencial,Vespertina
2018,2,0,2,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Antofagasta,SEDE ANTOFAGASTA,PREVENCION DE RIESGOS,I456S2C4J1V1,Pregrado,Presencial,Diurna
2018,37,28,9,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE LEBU,PREVENCION DE RIESGOS,I456S3C4J1V1,Pregrado,Presencial,Diurna
2018,10,3,7,0,Centros de Formación Técnica,Centros de Formación Técnica,456,CFT CEDUC - UCN,Biobío,SEDE HUALPEN,PREVENCION DE RIESGOS,I456S4C4J2V1,Pregrado,Presencial,Vespertina
2018,49,8,41,14,Centros de Formación Técnica,Centros de Formación Técnica,492,CFT CEITEC,Metropolitana,SEDE CENTRAL (SANTIAGO),ADMINISTRACION DE SEGURIDAD PRIVADA,I492S0C2J4V1,Pregrado,No Presencial,A Distancia
2018,30,11,19,6,Centros de Formación Técnica,Centros de Formación Técnica,492,CFT CEITEC,Metropolitana,SEDE CENTRAL (SANTIAGO),ADMINISTRACION LOGISTICA,,,,
